Virus	Human	Weight
Q6WGN8	P63279	25.59
Q6WGN8	P67809	45.67
Q6WGN8	P68104	48.52
Q6WGN8	P68133	10.82
Q6WGN8	P68371	25.7
Q6WGN8	P68431	11.55
Q6WGN8	P78316	13.04
Q6WGN8	P78318	12.67
Q6WGN8	P78347	19.63
Q6WGN8	P78371	16.18
Q6WGN8	P78527	15.12
Q6WGN8	P78543	10.92
Q6WGN8	P80723	10.92
Q6WGN8	P82650	28.83
Q6WGN8	P82664	14.92
Q6WGN8	P82673	48.83
Q6WGN8	P82675	32.65
Q6WGN8	P82912	26.38
Q6WGN8	P82914	43.5
Q6WGN8	P82921	15.22
Q6WGN8	P82930	42.92
Q6WGN8	P82932	47.32
Q6WGN8	P82933	38.96
Q6WGN8	P83731	29.45
Q6WGN8	P83881	21.67
Q6WGN8	P84090	25.7
Q6WGN8	P84098	29.45
Q6WGN8	P84103	32.06
Q6WGN8	P84157	10.92
Q6WGN8	P98175	28.55
Q6WGN8	P98179	10.82
Q6WGN8	Q00325	25.33
Q6WGN8	Q00577	23.43
Q6WGN8	Q00587	52.74
Q6WGN8	Q00610	20.55
Q6WGN8	Q00839	48.66
Q6WGN8	Q01081	23.59
Q6WGN8	Q01082	13.04
Q6WGN8	Q01130	25.38
Q6WGN8	Q02539	37.5
Q6WGN8	Q02543	25.33
Q6WGN8	Q02878	29.45
Q6WGN8	Q03188	19.57
Q6WGN8	Q05519	20.13
Q6WGN8	Q05639	12.19
Q6WGN8	Q06547	17.21
Q6WGN8	Q06830	17
Q6WGN8	Q07020	38.16
Q6WGN8	Q07021	13.04
Q6WGN8	Q07065	12.22
Q6WGN8	Q07666	34.53
Q6WGN8	Q07812	16.91
Q6WGN8	Q07817	15.29
Q6WGN8	Q07864	12.02
Q6WGN8	Q07866	12.29
Q6WGN8	Q07955	19.24
Q6WGN8	Q08211	51.47
Q6WGN8	Q08379	16.88
Q6WGN8	Q08945	12.32
Q6WGN8	Q09161	31.56
Q6WGN8	Q09666	25.68
Q6WGN8	Q10570	45.83
Q6WGN8	Q12769	16.94
Q6WGN8	Q12789	29.91
Q6WGN8	Q12797	25.49
Q6WGN8	Q12800	17.6
Q6WGN8	Q12816	21.03
Q6WGN8	Q12840	17.07
Q6WGN8	Q12849	13.04
Q6WGN8	Q12873	12.57
Q6WGN8	Q12905	47.19
Q6WGN8	Q12906	62.19
Q6WGN8	Q12955	18.58
Q6WGN8	Q12996	27.39
Q6WGN8	Q13049	29.09
Q6WGN8	Q13105	13.56
Q6WGN8	Q13111	13.98
Q6WGN8	Q13123	15.27
Q6WGN8	Q13126	12.68
Q6WGN8	Q13148	14.43
Q6WGN8	Q13151	34.45
Q6WGN8	Q13185	10.82
Q6WGN8	Q13188	22.28
Q6WGN8	Q13200	17.39
Q6WGN8	Q13227	13.56
Q6WGN8	Q13243	25.38
Q6WGN8	Q13247	26.2
Q6WGN8	Q13263	27.1
Q6WGN8	Q13283	17
Q6WGN8	Q13287	23.14
Q6WGN8	Q13310	33.73
Q6WGN8	Q13405	27.41
Q6WGN8	Q13435	41
Q6WGN8	Q13501	21.04
Q6WGN8	Q13509	30.47
Q6WGN8	Q13547	23.48
Q6WGN8	Q13573	11.2
Q6WGN8	Q13595	13.29
Q6WGN8	Q13813	21.75
Q6WGN8	Q14103	31.84
Q6WGN8	Q14145	19.63
Q6WGN8	Q14151	10.82
Q6WGN8	Q14160	19.57
Q6WGN8	Q14203	20.4
Q6WGN8	Q14204	19.49
Q6WGN8	Q14240	10.92
Q6WGN8	Q14257	12.32
Q6WGN8	Q14258	38.27
Q6WGN8	Q14315	23.96
Q6WGN8	Q14318	48.5
Q6WGN8	Q14444	23.14
Q6WGN8	Q14498	17
Q6WGN8	Q14568	12.32
Q6WGN8	Q14677	46.99
Q6WGN8	Q14683	20.9
Q6WGN8	Q14692	12.22
Q6WGN8	Q14697	21.89
Q6WGN8	Q14764	42.57
Q6WGN8	Q14974	28.55
Q6WGN8	Q15008	22.24
Q6WGN8	Q15020	43.97
Q6WGN8	Q15038	19.28
Q6WGN8	Q15050	10.57
Q6WGN8	Q15120	21.59
Q6WGN8	Q15149	25.33
Q6WGN8	Q15185	12.32
Q6WGN8	Q15208	17
Q6WGN8	Q15293	31.56
Q6WGN8	Q15365	69.42
Q6WGN8	Q15366	20.92
Q6WGN8	Q15386	25.13
Q6WGN8	Q15393	17
Q6WGN8	Q15424	10.82
Q6WGN8	Q15427	17
Q6WGN8	Q15633	28.12
Q6WGN8	Q15637	25.37
Q6WGN8	Q15654	17.21
Q6WGN8	Q15717	34.45
Q6WGN8	Q15773	43.89
Q6WGN8	Q15942	15.62
Q6WGN8	Q16531	31.99
Q6WGN8	Q16540	24.32
Q6WGN8	Q16555	14.11
Q6WGN8	Q16576	17
Q6WGN8	Q16629	22.24
Q6WGN8	Q16656	17.21
Q6WGN8	Q16777	21.56
Q6WGN8	Q16875	17
Q6WGN8	Q1KMD3	59.39
Q6WGN8	Q2KHR3	14.22
Q6WGN8	Q2NL82	20.13
Q6WGN8	Q2TB90	23.84
Q6WGN8	Q3KQU3	52.74
Q6WGN8	Q3ZCQ8	12.19
Q6WGN8	Q49A26	25.2
Q6WGN8	Q49AN9	11.55
Q6WGN8	Q4G0J3	24.48
Q6WGN8	Q53GQ0	11.17
Q6WGN8	Q53H12	42.32
Q6WGN8	Q5BJE1	16.18
Q6WGN8	Q5C9Z4	25.69
Q6WGN8	Q5H9R7	61.07
Q6WGN8	Q5JNZ5	12.98
Q6WGN8	Q5JR04	11.55
Q6WGN8	Q5JTW2	13.92
Q6WGN8	Q5JVF3	35.16
Q6WGN8	Q5SRD1	38.77
Q6WGN8	Q5SRE5	17.21
Q6WGN8	Q5SW79	39.79
Q6WGN8	Q5SY16	12.32
Q6WGN8	Q5THK1	22.28
Q6WGN8	Q5VTE0	19.81
Q6WGN8	Q5VTE6	29.91
Q6WGN8	Q659C4	20.62
Q6WGN8	Q674X7	15.29
Q6WGN8	Q6DN90	39.62
Q6WGN8	Q6FI13	25.42
Q6WGN8	Q6NZI2	32.68
Q6WGN8	Q6NZY4	39.97
Q6WGN8	Q6P1J9	55.38
Q6WGN8	Q6P1M0	20.65
Q6WGN8	Q6P2Q9	26.41
Q6WGN8	Q6P3X3	39.48
Q6WGN8	Q6PKG0	54.6
Q6WGN8	Q6R327	39.87
Q6WGN8	Q6UN15	34.71
Q6WGN8	Q6ZRV2	14.22
Q6WGN8	Q70IA6	12.32
Q6WGN8	Q71DI3	11.55
Q6WGN8	Q71U36	12.29
Q6WGN8	Q71UM5	10.55
Q6WGN8	Q7KZ85	11.55
Q6WGN8	Q7L2E3	35.03
Q6WGN8	Q7L2J0	24.48
Q6WGN8	Q7L7L0	21.56
Q6WGN8	Q7RTV0	15.32
Q6WGN8	Q7Z2W4	17.08
Q6WGN8	Q7Z2W9	12.98
Q6WGN8	Q7Z3B4	20.79
Q6WGN8	Q7Z3U7	12.02
Q6WGN8	Q7Z4H7	48.5
Q6WGN8	Q7Z6Z7	29.75
Q6WGN8	Q7Z736	16.42
Q6WGN8	Q86U42	37.83
Q6WGN8	Q86UA1	42.24
Q6WGN8	Q86UE4	18.77
Q6WGN8	Q86V81	15.97
Q6WGN8	Q86X55	14.74
Q6WGN8	Q86XI2	12.32
Q6WGN8	Q86YA3	13.83
Q6WGN8	Q86YZ3	12.19
Q6WGN8	Q8IUQ4	17.21
Q6WGN8	Q8IWX8	13.04
Q6WGN8	Q8IX01	65.93
Q6WGN8	Q8IXM3	24.23
Q6WGN8	Q8IY17	12.68
Q6WGN8	Q8IYB3	24.81
Q6WGN8	Q8IZT6	14.22
Q6WGN8	Q8N163	44.07
Q6WGN8	Q8N201	12.41
Q6WGN8	Q8N448	32.02
Q6WGN8	Q8N5N7	14.92
Q6WGN8	Q8N6Y0	10.76
Q6WGN8	Q8N9N5	25.93
Q6WGN8	Q8NB90	17.93
Q6WGN8	Q8NC51	28.63
Q6WGN8	Q8NCA5	15.29
Q6WGN8	Q8NE71	12.22
Q6WGN8	Q8NF37	19.64
Q6WGN8	Q8NF50	10.6
Q6WGN8	Q8NG31	22.28
Q6WGN8	Q8NHQ1	15.11
Q6WGN8	Q8NI60	23.1
Q6WGN8	Q8TAQ2	17.43
Q6WGN8	Q8TC07	16.42
Q6WGN8	Q8TCN5	13.53
Q6WGN8	Q8TCU4	46.38
Q6WGN8	Q8TD20	11.74
Q6WGN8	Q8TD31	11.87
Q6WGN8	Q8TDD1	13.98
Q6WGN8	Q8WUM0	39.48
Q6WGN8	Q8WV44	20.62
Q6WGN8	Q8WVX9	39.48
Q6WGN8	Q8WWF6	38.93
Q6WGN8	Q8WWM7	24.49
Q6WGN8	Q8WWY3	23.96
Q6WGN8	Q8WXA9	15.85
Q6WGN8	Q8WY36	22.28
Q6WGN8	Q92499	45.73
Q6WGN8	Q92522	51.09
Q6WGN8	Q92526	17.06
Q6WGN8	Q92542	29.09
Q6WGN8	Q92569	41.55
Q6WGN8	Q92598	36.88
Q6WGN8	Q92615	26.41
Q6WGN8	Q92621	39.48
Q6WGN8	Q92665	44.36
Q6WGN8	Q92841	15.15
Q6WGN8	Q92900	56.7
Q6WGN8	Q92905	21.33
Q6WGN8	Q92945	12.22
Q6WGN8	Q92997	10.76
Q6WGN8	Q93062	19.26
Q6WGN8	Q93077	21.56
Q6WGN8	Q96A33	29.65
Q6WGN8	Q96AG4	12.22
Q6WGN8	Q96BY7	21.89
Q6WGN8	Q96D09	30.99
Q6WGN8	Q96DF8	12.43
Q6WGN8	Q96DV4	29.34
Q6WGN8	Q96EY1	13.53
Q6WGN8	Q96EY7	48.32
Q6WGN8	Q96EY8	11.2
Q6WGN8	Q96GC5	12.98
Q6WGN8	Q96HS1	18.63
Q6WGN8	Q96I59	20.62
Q6WGN8	Q96KK5	21.56
Q6WGN8	Q96KR1	25.58
Q6WGN8	Q96L14	22.85
Q6WGN8	Q96L21	13.55
Q6WGN8	Q96NB2	12.84
Q6WGN8	Q96PK6	23.84
Q6WGN8	Q96PU8	20.65
Q6WGN8	Q96PV6	23.64
Q6WGN8	Q96RT1	12.61
Q6WGN8	Q96RT8	16.42
Q6WGN8	Q96S59	10.92
Q6WGN8	Q96SB4	17.62
Q6WGN8	Q96SI9	31.55
Q6WGN8	Q96T37	17.59
Q6WGN8	Q96TA2	48.5
Q6WGN8	Q99081	19.26
Q6WGN8	Q99417	25.55
Q6WGN8	Q99436	12.32
Q6WGN8	Q99459	12.22
Q6WGN8	Q99460	17
Q6WGN8	Q99575	33.03
Q6WGN8	Q99615	55.52
Q6WGN8	Q99714	13.85
Q6WGN8	Q99729	47.84
Q6WGN8	Q99733	12.22
Q6WGN8	Q99878	21.56
Q6WGN8	Q99880	16.74
Q6WGN8	Q99959	42.64
Q6WGN8	Q9BPZ7	12.71
Q6WGN8	Q9BQ04	12.22
Q6WGN8	Q9BQ67	12.22
Q6WGN8	Q9BQ70	30.99
Q6WGN8	Q9BQA1	28.55
Q6WGN8	Q9BQE3	13.14
Q6WGN8	Q9BQG0	12.61
Q6WGN8	Q9BRJ2	15.22
Q6WGN8	Q9BRK4	16.88
Q6WGN8	Q9BRK5	39.62
Q6WGN8	Q9BRS2	13.14
Q6WGN8	Q9BSD7	15.4
Q6WGN8	Q9BT25	13.92
Q6WGN8	Q9BTM1	21.56
Q6WGN8	Q9BUJ2	38.38
Q6WGN8	Q9BUP0	10.92
Q6WGN8	Q9BUQ8	15.88
Q6WGN8	Q9BV38	11.23
Q6WGN8	Q9BVI4	21.1
Q6WGN8	Q9BVP2	32.16
Q6WGN8	Q9BXW9	39.48
Q6WGN8	Q9BYD1	15.61
Q6WGN8	Q9BYD2	15.22
Q6WGN8	Q9BYD3	15.22
Q6WGN8	Q9BYD6	23.93
Q6WGN8	Q9BYJ9	15.88
Q6WGN8	Q9BYN8	46.93
Q6WGN8	Q9BZE1	20.62
Q6WGN8	Q9BZE4	14.46
Q6WGN8	Q9BZL4	10.92
Q6WGN8	Q9C005	23.74
Q6WGN8	Q9C099	12.61
Q6WGN8	Q9C0C7	30.99
Q6WGN8	Q9C0J8	20.08
Q6WGN8	Q9H078	29.09
Q6WGN8	Q9H0A0	26.25
Q6WGN8	Q9H0D6	16.55
Q6WGN8	Q9H0W5	12.32
Q6WGN8	Q9H1D9	17.9
Q6WGN8	Q9H2U1	19.65
Q6WGN8	Q9H307	13.06
Q6WGN8	Q9H582	14.22
Q6WGN8	Q9H814	15.85
Q6WGN8	Q9H845	29.09
Q6WGN8	Q9H898	25.59
Q6WGN8	Q9H936	40.14
Q6WGN8	Q9H9J2	14.92
Q6WGN8	Q9HA38	16.88
Q6WGN8	Q9HAU4	13.95
Q6WGN8	Q9HCD5	13.39
Q6WGN8	Q9HCE1	53.12
Q6WGN8	Q9HCN4	12.59
Q6WGN8	Q9HD33	36.51
Q6WGN8	Q9NNW5	62.23
Q6WGN8	Q9NP92	15.22
Q6WGN8	Q9NPA8	26.83
Q6WGN8	Q9NPE3	15.3
Q6WGN8	Q9NQ29	12.32
Q6WGN8	Q9NQ92	15.19
Q6WGN8	Q9NR30	19.24
Q6WGN8	Q9NRX2	12.71
Q6WGN8	Q9NTJ3	40.22
Q6WGN8	Q9NUL3	33.87
Q6WGN8	Q9NVE7	16.94
Q6WGN8	Q9NVI1	39.87
Q6WGN8	Q9NVI7	34.04
Q6WGN8	Q9NVP1	29.55
Q6WGN8	Q9NW13	20.62
Q6WGN8	Q9NWB1	48.5
Q6WGN8	Q9NWU5	15.22
Q6WGN8	Q9NX63	16.99
Q6WGN8	Q9NX74	19.57
Q6WGN8	Q9NXS2	17.98
Q6WGN8	Q9NXV2	25.33
Q6WGN8	Q9NXW2	21.03
Q6WGN8	Q9NY74	22.28
Q6WGN8	Q9NY93	19.57
Q6WGN8	Q9NYF8	20.55
Q6WGN8	Q9NYK5	15.22
Q6WGN8	Q9NZ01	34.4
Q6WGN8	Q9NZB2	65.6
Q6WGN8	Q9NZI8	24.51
Q6WGN8	Q9P015	23.94
Q6WGN8	Q9P035	26.12
Q6WGN8	Q9P0J7	13.14
Q6WGN8	Q9P0K7	11.37
Q6WGN8	Q9P1Y5	35.46
Q6WGN8	Q9P2E9	12.22
Q6WGN8	Q9P2F8	30.99
Q6WGN8	Q9P2I0	20.08
Q6WGN8	Q9P2K5	12.29
Q6WGN8	Q9UBB4	18.45
Q6WGN8	Q9UBS4	12.68
Q6WGN8	Q9UBU9	15.29
Q6WGN8	Q9UBW7	20.52
Q6WGN8	Q9UDY4	17.07
Q6WGN8	Q9UG63	16.69
Q6WGN8	Q9UH99	35.18
Q6WGN8	Q9UHV9	15.32
Q6WGN8	Q9UI12	12.84
Q6WGN8	Q9UJ14	18.45
Q6WGN8	Q9UJC3	15.88
Q6WGN8	Q9UJV9	11.17
Q6WGN8	Q9UJY1	13.14
Q6WGN8	Q9UK61	12.71
Q6WGN8	Q9UKA4	30.77
Q6WGN8	Q9UKD2	14.67
Q6WGN8	Q9UKF6	15.84
Q6WGN8	Q9UKK6	15.29
Q6WGN8	Q9UKM9	38.82
Q6WGN8	Q9UKV3	10.82
Q6WGN8	Q9UKV8	11.55
Q6WGN8	Q9UL15	47.91
Q6WGN8	Q9UL40	31.08
Q6WGN8	Q9ULD2	12.29
Q6WGN8	Q9ULT8	17.07
Q6WGN8	Q9ULX6	31.81
Q6WGN8	Q9UMS4	23.96
Q6WGN8	Q9UN86	11.09
Q6WGN8	Q9UNE7	40.44
Q6WGN8	Q9UNM6	26.1
Q6WGN8	Q9UNQ2	12.57
Q6WGN8	Q9UPN7	39.23
Q6WGN8	Q9UPY3	15.16
Q6WGN8	Q9UQ35	19.92
Q6WGN8	Q9UQ80	12.57
Q6WGN8	Q9Y224	36.02
Q6WGN8	Q9Y230	23.1
Q6WGN8	Q9Y262	23.86
Q6WGN8	Q9Y265	29.65
Q6WGN8	Q9Y291	10.57
Q6WGN8	Q9Y295	10.92
Q6WGN8	Q9Y2G8	25.13
Q6WGN8	Q9Y2I1	23.86
Q6WGN8	Q9Y2Q9	31.76
Q6WGN8	Q9Y2R9	26.39
Q6WGN8	Q9Y2W1	20
Q6WGN8	Q9Y2X3	71.66
Q6WGN8	Q9Y2X9	48.5
Q6WGN8	Q9Y383	28.44
Q6WGN8	Q9Y399	24.02
Q6WGN8	Q9Y3B7	23.58
Q6WGN8	Q9Y3C1	12.22
Q6WGN8	Q9Y3D3	15.22
Q6WGN8	Q9Y3D5	10.57
Q6WGN8	Q9Y3D9	36.8
Q6WGN8	Q9Y3I0	50.35
Q6WGN8	Q9Y3U8	17
Q6WGN8	Q9Y3Y2	19.18
Q6WGN8	Q9Y3Z3	25.06
Q6WGN8	Q9Y446	11.17
Q6WGN8	Q9Y4E8	13.12
Q6WGN8	Q9Y4F1	18.92
Q6WGN8	Q9Y4R8	46.6
Q6WGN8	Q9Y4W2	39.87
Q6WGN8	Q9Y5Q8	12.32
Q6WGN8	Q9Y5V3	61.18
Q6WGN8	Q9Y676	36.61
Q6WGN8	Q9Y678	21.1
Q6WGN8	Q9Y692	23.76
Q6WGN8	Q9Y6M1	43.39
Q6WGN8	Q9Y6N5	33.02
Q6WGN8	Q9Y6X2	19.9
A0A2R3SUW5	A0A087X159	17.81
A0A2R3SUW5	A0A3B3IS55	17.81
A0A2R3SUW5	A0A3B3ISM6	17.81
A0A2R3SUW5	A0A3B3IT92	17.81
A0A2R3SUW5	A0AV96	28.05
A0A2R3SUW5	A0FGR8	50.6
A0A2R3SUW5	A1L0T0	12.2
A0A2R3SUW5	A6NHR9	28.66
A0A2R3SUW5	A8MQB8	17.81
A0A2R3SUW5	A8MXH2	10.24
A0A2R3SUW5	B0QYN7	10.24
A0A2R3SUW5	B4DGU4	14.43
A0A2R3SUW5	B4DL14	28.05
A0A2R3SUW5	B4DLN1	13.61
A0A2R3SUW5	B4DLR8	10.24
A0A2R3SUW5	B4DSJ8	10.24
A0A2R3SUW5	B4DUR8	11.66
A0A2R3SUW5	B4E022	43.08
A0A2R3SUW5	B4E3T4	26.85
A0A2R3SUW5	B5MCF9	15.78
A0A2R3SUW5	B5MCX3	10.24
A0A2R3SUW5	B7Z9L0	13.61
A0A2R3SUW5	B7ZAQ6	17.93
A0A2R3SUW5	C9J2Y9	33.59
A0A2R3SUW5	C9J384	19.23
A0A2R3SUW5	C9JLU1	19.52
A0A2R3SUW5	C9JV02	17.81
A0A2R3SUW5	D3DNK7	18.65
A0A2R3SUW5	D6RJ07	10.24
A0A2R3SUW5	E5RHG8	10.84
A0A2R3SUW5	E5RI99	15.78
A0A2R3SUW5	E7EPW2	10.24
A0A2R3SUW5	E7EQR4	17.81
A0A2R3SUW5	E9PBF6	15.78
A0A2R3SUW5	E9PDE8	13.01
A0A2R3SUW5	E9PE17	28.05
A0A2R3SUW5	E9PF06	10.24
A0A2R3SUW5	E9PH82	33.59
A0A2R3SUW5	E9PMI6	11.66
A0A2R3SUW5	F2Z2I2	23.35
A0A2R3SUW5	F5H5U2	17.2
A0A2R3SUW5	F5H669	15.78
A0A2R3SUW5	F8VPD4	26.62
A0A2R3SUW5	F8VYE8	30.82
A0A2R3SUW5	G3V325	15.78
A0A2R3SUW5	G5E9S8	10.24
A0A2R3SUW5	G5E9W7	35.01
A0A2R3SUW5	H0YA96	23.35
A0A2R3SUW5	H0YJ40	28.05
A0A2R3SUW5	H0YJ75	17.81
A0A2R3SUW5	H7C5E2	17.81
A0A2R3SUW5	I3L4A1	17.81
A0A2R3SUW5	J3KQ69	17.81
A0A2R3SUW5	J3KR69	10.24
A0A2R3SUW5	J3QL05	10.24
A0A2R3SUW5	K7EK07	35.01
A0A2R3SUW5	K7EPP7	10.24
A0A2R3SUW5	K7EQ03	33.59
A0A2R3SUW5	O00148	10.84
A0A2R3SUW5	O00159	18.57
A0A2R3SUW5	O00165	57.04
A0A2R3SUW5	O00231	70.94
A0A2R3SUW5	O00232	58.57
A0A2R3SUW5	O00267	31.18
A0A2R3SUW5	O00303	44.12
A0A2R3SUW5	O00410	77.81
A0A2R3SUW5	O00483	10.46
A0A2R3SUW5	O00487	44.92
A0A2R3SUW5	O00505	62.74
A0A2R3SUW5	O00567	37.81
A0A2R3SUW5	O00571	34.5
A0A2R3SUW5	O00629	57.71
A0A2R3SUW5	O00743	27.47
A0A2R3SUW5	O00767	12.2
A0A2R3SUW5	O14503	17.55
A0A2R3SUW5	O14639	17.81
A0A2R3SUW5	O14641	20.32
A0A2R3SUW5	O14735	54.46
A0A2R3SUW5	O14744	73.07
A0A2R3SUW5	O14818	56.81
A0A2R3SUW5	O14828	17.24
A0A2R3SUW5	O14925	22.78
A0A2R3SUW5	O14967	10.84
A0A2R3SUW5	O14979	52.23
A0A2R3SUW5	O14980	12.25
A0A2R3SUW5	O15016	16.34
A0A2R3SUW5	O15027	38.4
A0A2R3SUW5	O15042	28.66
A0A2R3SUW5	O15260	12.2
A0A2R3SUW5	O15269	51.03
A0A2R3SUW5	O15270	12.2
A0A2R3SUW5	O15287	21.09
A0A2R3SUW5	O15294	21.37
A0A2R3SUW5	O15355	10.51
A0A2R3SUW5	O15371	48.83
A0A2R3SUW5	O15372	10.88
A0A2R3SUW5	O15514	33.59
A0A2R3SUW5	O15523	28.24
A0A2R3SUW5	O43143	39.23
A0A2R3SUW5	O43242	60.74
A0A2R3SUW5	O43251	13.91
A0A2R3SUW5	O43324	29.63
A0A2R3SUW5	O43390	45.88
A0A2R3SUW5	O43707	62.84
A0A2R3SUW5	O43795	37.6
A0A2R3SUW5	O43819	10.24
A0A2R3SUW5	O43823	89.93
A0A2R3SUW5	O43852	52.47
A0A2R3SUW5	O43889	17.59
A0A2R3SUW5	O60218	35.61
A0A2R3SUW5	O60488	10.46
A0A2R3SUW5	O60506	39.23
A0A2R3SUW5	O60518	13.82
A0A2R3SUW5	O60684	51.51
A0A2R3SUW5	O60716	40.96
A0A2R3SUW5	O60762	17.47
A0A2R3SUW5	O60783	32.78
A0A2R3SUW5	O60812	33.87
A0A2R3SUW5	O60831	21.42
A0A2R3SUW5	O60832	63.34
A0A2R3SUW5	O60884	34.08
A0A2R3SUW5	O75127	38.18
A0A2R3SUW5	O75190	42.81
A0A2R3SUW5	O75306	18.12
A0A2R3SUW5	O75340	23.52
A0A2R3SUW5	O75348	19.51
A0A2R3SUW5	O75369	15.79
A0A2R3SUW5	O75419	37.61
A0A2R3SUW5	O75475	10.01
A0A2R3SUW5	O75489	26.12
A0A2R3SUW5	O75494	44.83
A0A2R3SUW5	O75506	26.76
A0A2R3SUW5	O75531	15.8
A0A2R3SUW5	O75533	50.41
A0A2R3SUW5	O75569	37.07
A0A2R3SUW5	O75616	30.07
A0A2R3SUW5	O75643	35.56
A0A2R3SUW5	O75688	42.19
A0A2R3SUW5	O75821	18.12
A0A2R3SUW5	O75928	19.64
A0A2R3SUW5	O75953	10.59
A0A2R3SUW5	O75964	11.82
A0A2R3SUW5	O76021	59.79
A0A2R3SUW5	O76071	22.06
A0A2R3SUW5	O94808	18.65
A0A2R3SUW5	O94906	20.1
A0A2R3SUW5	O94915	18.65
A0A2R3SUW5	O94964	17.93
A0A2R3SUW5	O95050	17.93
A0A2R3SUW5	O95071	66.72
A0A2R3SUW5	O95096	17.93
A0A2R3SUW5	O95163	13.74
A0A2R3SUW5	O95232	86.36
A0A2R3SUW5	O95373	14.14
A0A2R3SUW5	O95391	19.64
A0A2R3SUW5	O95573	32.17
A0A2R3SUW5	O95758	41.7
A0A2R3SUW5	O95782	11.66
A0A2R3SUW5	O95793	52.32
A0A2R3SUW5	O95816	79.97
A0A2R3SUW5	O95817	35.27
A0A2R3SUW5	O95831	22.26
A0A2R3SUW5	O95872	17.93
A0A2R3SUW5	O95900	24.67
A0A2R3SUW5	O96008	24.49
A0A2R3SUW5	O96013	17.81
A0A2R3SUW5	P00352	13.01
A0A2R3SUW5	P00403	29.88
A0A2R3SUW5	P01111	10.46
A0A2R3SUW5	P01130	12.2
A0A2R3SUW5	P01871	10.24
A0A2R3SUW5	P01889	40.04
A0A2R3SUW5	P02511	13.15
A0A2R3SUW5	P02545	53.51
A0A2R3SUW5	P02786	19.89
A0A2R3SUW5	P02795	55.26
A0A2R3SUW5	P03905	17.93
A0A2R3SUW5	P03915	17.93
A0A2R3SUW5	P03973	16.62
A0A2R3SUW5	P04075	33.73
A0A2R3SUW5	P04083	13.36
A0A2R3SUW5	P04233	10.24
A0A2R3SUW5	P04264	23.54
A0A2R3SUW5	P04350	38.58
A0A2R3SUW5	P04406	15.8
A0A2R3SUW5	P04424	17.93
A0A2R3SUW5	P04637	16.27
A0A2R3SUW5	P04792	52.43
A0A2R3SUW5	P04843	25.98
A0A2R3SUW5	P04844	25.91
A0A2R3SUW5	P04899	22.78
A0A2R3SUW5	P05067	22.06
A0A2R3SUW5	P05141	43.36
A0A2R3SUW5	P05198	19.93
A0A2R3SUW5	P05386	34.08
A0A2R3SUW5	P05387	42.19
A0A2R3SUW5	P05388	42.19
A0A2R3SUW5	P05455	38.06
A0A2R3SUW5	P05556	30.13
A0A2R3SUW5	P05783	26.76
A0A2R3SUW5	P05787	36.16
A0A2R3SUW5	P06396	54.39
A0A2R3SUW5	P06493	22.78
A0A2R3SUW5	P06576	19.93
A0A2R3SUW5	P06703	28
A0A2R3SUW5	P06730	21.96
A0A2R3SUW5	P06733	22.82
A0A2R3SUW5	P06748	46.28
A0A2R3SUW5	P07237	79.44
A0A2R3SUW5	P07305	17.51
A0A2R3SUW5	P07355	72.26
A0A2R3SUW5	P07437	43.36
A0A2R3SUW5	P07737	24.02
A0A2R3SUW5	P07814	21.64
A0A2R3SUW5	P07900	63.51
A0A2R3SUW5	P07910	39.23
A0A2R3SUW5	P08195	84.38
A0A2R3SUW5	P08237	16.59
A0A2R3SUW5	P08238	47.73
A0A2R3SUW5	P08571	17.93
A0A2R3SUW5	P08574	20.51
A0A2R3SUW5	P08579	75.59
A0A2R3SUW5	P08621	88.03
A0A2R3SUW5	P08670	38.06
A0A2R3SUW5	P08708	53.84
A0A2R3SUW5	P08729	26.63
A0A2R3SUW5	P08865	26.43
A0A2R3SUW5	P09012	79.09
A0A2R3SUW5	P09234	18.23
A0A2R3SUW5	P09382	19.95
A0A2R3SUW5	P09493	15.8
A0A2R3SUW5	P09651	39.23
A0A2R3SUW5	P09661	37.11
A0A2R3SUW5	P09874	10.01
A0A2R3SUW5	P0C0S5	15.8
A0A2R3SUW5	P0C0S8	39.23
A0A2R3SUW5	P0CAP1	17.93
A0A2R3SUW5	P0CB38	33.87
A0A2R3SUW5	P0CG47	26.87
A0A2R3SUW5	P0DMV8	42.19
A0A2R3SUW5	P0DP23	36.35
A0A2R3SUW5	P10155	18.46
A0A2R3SUW5	P10243	27.84
A0A2R3SUW5	P10398	11.4
A0A2R3SUW5	P10412	44.38
A0A2R3SUW5	P10589	14.04
A0A2R3SUW5	P10599	38.06
A0A2R3SUW5	P10643	17.81
A0A2R3SUW5	P10644	38.4
A0A2R3SUW5	P10746	17.81
A0A2R3SUW5	P10809	42.19
A0A2R3SUW5	P10911	17.93
A0A2R3SUW5	P11021	42.19
A0A2R3SUW5	P11142	60.12
A0A2R3SUW5	P11166	12.2
A0A2R3SUW5	P11177	10.84
A0A2R3SUW5	P11387	53.29
A0A2R3SUW5	P11388	64.24
A0A2R3SUW5	P11413	25.27
A0A2R3SUW5	P11940	48.45
A0A2R3SUW5	P12004	37.2
A0A2R3SUW5	P12109	17.93
A0A2R3SUW5	P12235	16.93
A0A2R3SUW5	P12236	86.44
A0A2R3SUW5	P12270	21.57
A0A2R3SUW5	P12814	25.29
A0A2R3SUW5	P12956	19.41
A0A2R3SUW5	P13010	42.19
A0A2R3SUW5	P13639	40.29
A0A2R3SUW5	P13645	17.51
